どしどし		không do dự, không ngần ngại (tới thẳng vấn đề)
すくすく		nhanh chóng
相応しい	ふさわしい	thích hợp
人格	じんかく	nhân cách
飼い主	かいぬし	người nuôi (thú cưng)
低い	ひくい	thấp
玄人	くろうと	người chuyên nghiệp
幻像	げんぞう	ảo tưởng, giấc mơ
幻覚	げんかく	ảo giác
二酸化炭素	にさんかたんそ	khí Co2
悪口	わるくち	nói xấu
詐欺師	さぎし	kẻ lừa đảo
滞在時間	たいざいじかん	thời gian lưu trú
彼奴	あいつ	nó, thằng ấy, cô ấy
おだてる	tâng bốc, (おだてられる	được tâng bốc)
種	たね	hạt giống
投げる	なげる	ném
跳ぶ	とぶ	nhảy lên, nhảy
飛ぶ	とぶ	bay
相互	そうご	lẫn nhau, từ 2 phía
礼儀	れいぎ	lễ nghi
暮らす	くらす	sống
過去	かこ	quá khứ
窓側	まどがわ	(ghế) phía cửa sổ
記号	きごう	kí hiệu
照らす	てらす	chiếu sáng
いじめる		bắt nạt
刻む	きざむ	băm nhỏ
削る	けずる	gọt (bút chì)
掘る	ほる	đào
罪を犯す	つみをおかす	phạm tội
隠す	かくす	che giấu
刑事	けいじ	hình sự
頂戴	ちょうだい	nhận (khiêm nhường ngữ
均等	きんとう	đồng đều, công bằng
動揺	どうよう	dao động, rung lắc, bất an (=不安)
がらがら		trống rỗng, vắng tanh (âm thanh) lách cách
バラバラ		tơi tả, rời rạc, chia rẽ
堂々と	どうどうと	1 cách đàng hoàng, tự tin
影	かげ	bóng, bóng dáng
隠れる	かくれる	ẩn nấp, trốn
販売元	はんばいもと	nhà phân phối, người bán
名場面	めいばめん	cảnh nổi tiếng
持ち主	もちぬし	chủ (sở hữu)
やがて		chẳng mấy chốc (=時間がたてば)
既定	きてい	qui định sẵn, mặc định
居心地	いごこち	cảm giác, cảm nhận được khi ở 1 nơi nào đó (1 nơi thoải mái)
魅力	みりょく	sức hút, sự hấp dẫn
念頭に置く	ねんとうにおく	ghi nhớ trong đầu, để tâm
詰まらない	つまらない	chán, không ra gì
行為	こうい	hành động, hành vi
構え	かまえ	chuẩn bị (tinh thần ứng phó), kiểu cách
通信教育	つうしんきょういく	lớp học trực tuyến (online class)
誇らしい	ほこらしい	tự hào, tự mãn
糖分	とうぶん	lượng đường
(に) 就く	つく	đảm nhận, nhận việc
(に) 就任	しゅうにん	nhận chức (vị trí, công việc)
昇る	のぼる	tăng lên, (mặt trời) mọc
在学	ざいがく	(đang theo) học
文章	ぶんしょう	bài văn, đoạn văn
雷	かみなり	sấm xét
犯罪	はんざい	phạm tội
少子化	しょうしか	tỉ lệ sinh giảm
巣	す	tổ (chim)
生える	はえる	mọc (lên)
くたびれて		mệt mỏi
博士	はくし	tiến sĩ
折り畳みかさ	おりたたみかさ	dù gấp
(が) 滴る	したたる	nhỏ giọt, rơi xuống
砂	すな	cát
(が) 埋まる	うまる	được chôn
(を) 埋める	うめる	chôn
載せる	のせる	đăng tải, chất lên
踊る	おどる	nhảy múa
含める	ふくめる	bao gồm
交代	こうたい	thay phiên (tuần hoàn)
ちかちか		nhấp nháy
あまろにも		quá, quá mức
叫ぶ	さけぶ	la hét, gào lên
硬い表情	かたいひょうじょう	nét mặt cứng nhắc, biểu cảm cứng nhắc
隔てる	へだてる	ngăn cách, phân chia
教わる	おそわる	được dạy
通院	つういん	đi viện
大盛り	おおもり	suất ăn lớn
(に)引っ越し	ひっこし	chuyển nhà, dọn đi
趣味	しゅみ	sở thích
封筒	ふうとう	phong bì
垂れる	たれる	rủ xuống, chảy xuống
握る	にぎる	nắm, giữ
作動	さどう	hành động, hoạt động (của máy móc)
気遣い	きづかい	quan tâm, lo lắng
素敵	すてき	đẹp
頭角	とうかく	năng lực
及ぶ	およぶ	lan tới, ảnh hướng đến
芯	しん	ruột (bên trong)
宮殿	きゅうでん	cung điện
芸能	げいのう	nghệ thuật thủ công
怒る	おこる	nổi giận (= むかつく=腹が立つ - はらがたつ=かっとする)
絶える	たえる	dừng, ngưng
褒める	ほめる	khen ngợi (BAO)
敬う	うやまう	tôn trọng
(ひざが)曲げる	まげる	gập (đầu gối)
蛍光灯	けいこうとう	đèn huỳnh quang
光源	こうげん	nguồn sáng
錠剤	じょうざい	thuốc viên
舞台	ぶたい	sân khấu
囲む	かこむ	bao quanh, bao bọc
夫婦	ふうふ	vợ chồng
逆さ	さかさ	ngược lại
味方	みかた	đồng minh
気配	けはい	sự cảm giác, sự cảm thấy
測定	そくてい	đo lường
栄え	さかえ	phồn vinh
(を) 営む	いとなむ	kinh doanh
支度	したく	chuẩn bị
嫌がる	いやがる	ghét, không thích
解放感	かいほうかん	cảm giác tự do, được giải phóng
謙虚	けんきょ	(tính cách) khiêm tốn
放り出す	ほうりだす	buông bỏ, quẳng ra
抽象的	ちゅうしょうてき	tính trừu tượng
用心的	ようじんてき	cẩn thận, thận trọng (=気をつけて)
妊婦	にんぷ	người mang thai
妊娠	にんしん	mang thai
特徴	とくちょう	đặc trưng
謙遜	けんそん	(hành vi) khiêm tốn
兼ねる	かねる	kiêm (nhiều việc 1 lúc)
甥	おい	cháu trai
旧姓	きゅうせい	họ thời con gái
刺激	しげき	kích thích
縦	たて	chiều dọc
縦書き	たてがき	viết theo chiều dọc
嵐	あらし	bão (lớn)
爆発	ばくはつ	nổ, bộc phát
誘う	さそう	mời, rủ
誘い	さそい	lời mời
削減	さくげん	cắt giảm
精神的	せいしんてき	tinh thần
崩す	くずす	sụp, vỡ, phá hủy (cơ thể suy yếu)
香水	こうすい	nước hoa
委任状	いにんじょう	giấy ủy nhiệm, đơn ủy thác
崩れる	くずれる	sụp đổ
委員	いいん	ủy viên
直撃	ちょくげき	tiến thẳng đến, trực diện (bão)
挿す	さす	cắm, cài (hoa)
敷く	しく	trải (thảm)
前進	ぜんしん	tiến lên phía trước (vị trí)
じたばたする		vùng vẫy, giảy dụa (=慌てる-あわてる vội vàng)
すすぐ		xúc (miệng)
電灯	でんとう	đèn điện
灰	はい	tro
各自	かくじ	mỗi người
写す	うつす	chép lại, chụp ảnh
結ぶ	むすぶ	kết nối, buộc, ký (hợp đồng)
把握	はあく	nắm bắt, hiểu rõ
我慢	がまん	nhẫn nại, nhẫn nhục
軒	のき	mái (nhà)
季節	きせつ	mùa
酷い	ひどい	kinh khủng, tồi tệ
正直	しょうじき	thành thật
主義	しゅぎ	chủ nghĩa
歩む	あゆむ	đi, bước đi, trải qua (cuộc đời)
炎症	えんしょう	viêm (da)
大騒ぎ	おおさわぎ	náo động, ầm ĩ
配布	はいふ	phân phối
そそかし		cẩu thả
眩しい	まぶしい	chói mắt
取り扱う	とりあつかう	thao tác, xử lý, đối đãi
一律	いちりつ	đồng loạt, đồng đều (đồng giá)
溜まる	たまる	đọng lại, dồn lại (đóng bụi)
勧める	すすめる	đề nghị, khuyên
捕まえる	つかまえる	bắt, tóm
専攻	せんこう	chuyên ngành
指図	さしず	mệnh lệnh, ra lệnh
依然	いぜん	vẫn như mọi khi (=まだ)
取り掛かる	とりかかる	bắt tay vào làm việc
人柄	ひとがら	nhân cách, phẩm chất (=性格)
包む	つつむ	đùm bọc
合理的	ごうりてき	hợp lý (logic)
まれ		hiếm hoi (=ほとんどない)
再三	さいさん	nhiều lần - nghĩa tiêu cực, đã nhắc nhở nhiều lần (=何度も)
方々	ほうぼう	khắp mọi nơi (= あちこち)
そっくり		giống y xì (=似ている)
頭がきている	あたまがきている	tức giận (=怒っている)
精々	せいぜい	nhiều nhất là (=多くても)
ちっとも		1 chút cũng không
とうとう		cuối cùng thì (thường nêu ra 1 kết cục gì đó)
大当たり	おおあたり	trúng lớn
いっさい		hoàn toàn, tất cả (không liên quan)
見当	けんとう	dự đoán, phán đoán (thường gặp 見当がつかない - không ước chừng được)
音響	おんきょう	âm hưởng, âm thanh
旅行先	りょこうさき	điểm du lịch
びりびり		roẹt roẹt (xé giấy)
むかむか		giận tím người
ぐっすり		ngủ ngon
評論家	ひょうろんか	nhà phê bình (phim, thời trang, ẩm thực)
書き込み	かきこみ	viết bình luận
除去	じょきょ	loại bỏ (chất độc hại)
消失	しょうしつ	tiêu biến, biến mất
倒壊	とうかい	sụp đổ, phá hủy
ぐらぐら		rung lắc (động đất, bàn ghế, toà nhà)
できごと		sự kiện (=イベント)
ぐるぐる		xoay vòng tròn (miêu tả trạng thái xoay vòng tròn của 1 sự vật
ぐんぐん		vùn vụt, nhanh chóng (tăng trưởng =とても速く)
根気	こんき	kiên nhẫn, nhẫn nại (=こつこつ- kiên trì, từng chút một)
丸一日	まるいいちにち	trọn vẹn 1 ngày (tốn cả 1 ngày)
あらゆる		toàn bộ, tất cả (=すべて)
いずれ		1 ngày nào đó (= いつかそのうちに - 1 lúc nào đó)
続出	ぞくしゅつ	liên tiếp xảy ra, kéo dài dai dẳng (thường mang nghĩa tiêu cực
誤作動	ごさどう	thao tác sai, thao tác nhầm
多機能	たきのう	đa tính năng
センス		có gu (ăn mặc, ăn uống, thẩm mỹ), có khiếu (nghệ thuật)
利害	りがい	mặt lợi và hại (ưu, nhược)
過半数	かはんすう	quá 1 nữa
調和	ちょうわ	hòa hợp, hài hòa
調節	ちょうせつ	điều tiết, điều chỉnh (âm thanh, nhiệt độ)
雷雨	らいう	mưa giông
どんどん		dần dần, đều đặn (=続々-ぞくぞく)
がんがん		đau đầu (ong ong), nói ầm ầm
ずんずん		lớn dần (số lượng tăng theo thời gian, thường đi với công việc hoặc ai đó bỏ đi)
空席	くうせき	ghế trống
どうも		rất, vô cùng
移り	うつり	di chuyển, di dời
判子	はんこ	con dấu
でたらめに		trả lời bừa, làm bừa
着々と		ổn định (tiến triển tích cực)
ぱったり		đột ngột, bất ngờ
ばらばら		tơi tả, rời rạc (giấy, mảnh vỡ), lung tung (nhóm người)
くよくよ		lo lắng bồn chồn, không yên tâm
はきはき		minh bạch, rõ ràng, sáng suốt (trả lời, nói - ハキハキと答える = 生き生き)
こつこつ		siêng năng, chăm chĩ
ふわふわ		mềm mại, bồng bềnh (gối, tóc, gấu bông)
いきいき		hăng hái, hoạt bác, sinh động (đi với cảm xúc con người)
ますます		ngày càng hơn nữa
まずまず		kha khá, tàm tạm
めちゃめちゃ		quá mức, liều lĩnh không thận trọng
ぼろぼろ		tả tơi, te tua
ぼさぼさ		đầu tóc bù xù
ぎゅうぎゅう		chật ních, chật cứng
ぐうぐう		ngủ sâu, ngủ say
へとへと		mệt phờ phạt
そわそわ		nhấp nhổm, đứng ngồi không yên ( = 落ち着きがない)
ひやひや		ớn lạnh
諸問題	しょもんだい	các vấn đề về...
諸外国	しょがいこく	các nước khác (諸 hiểu là các ... )
集中力	しゅうちゅうりょく	khả năng tập trung
2対1		tỉ số 21
ビジネスマン風		vẻ ngoài giống như businessman (ふう,hậu tố tả phong cách bên ngoài)
ヨーロッパ風		theo kiểu châu Âu
国際色	こくさいしょく	màu sắc quốc tế (政治色 màu sắc chính trị)
低価格	ていかかく	giá rẻ
日本流	にほんりゅう	kiểu Nhật (流 có thể hiểu theo style, アメリカ流-kiểu Mỹ)
親子連れ	おやこづれ	bố mẹ và con cái
風邪気味	かぜぎみ	cảm giác đang bị ốm
食器類	しょっきるい	các loại dụng cụ ăn uống
音楽全般	おんがくぜんぱん	tất cả thể loại âm nhạc
最有力	さいゆうりょく	quyền lực lớn nhất
電車賃	でんしゃちん	tiền tàu xe
一色	いっしょく	ngập tràn (màu sắc, không khí gì đó)
日本式	にほんしき	(cách thức kinh doanh) kiểu Nhật
勉強漬け	べんきょうづけ	học cắm đầu cắm cổ, học chăm chỉ
学年別	がくねんべつ	năm học khác nhau (phân theo năm học)
無計画	むけいかく	không có kế hoạch
頼みづらい		khó để nhờ (trở ngại, khó khăn về mặt tâm lý)
都会育ち	とかいそだち	lớn lên ở thành phố
一仕事	ひとしごと	1 phần công việc
科学者	かがくしゃ	nhà khoa học
手数料	てすうりょう	tiền hoa hồng
譲る	ゆずる	nhượng lại, bán lại (=売る/あげます)
雑談	ざつだん	nói chuyện phiếm (=おしゃべり)
大げさ	おおげさ	nói quá lên (=オーバー)
見解	けんかい	quan điểm (dùng cho ng có trình độ chuyên môn =考え方)
ブーム		bùng nổ, trào lưu (=流行)
わずかに		1 chút thôi (=少し=多少-たしょう)
追加	ついか	cộng thêm (=足す)
そうとう		khá là, tương đối là (=かなり)
じっとする		ở yên, không cử động (=動かない)
思いがけない		không ngờ đến, ngoài dự tính (=意外な)
自ら	みずから	tự thân - trang trọng (=自分で)
およそ		khoảng (=だいたい)
依然として	いぜんとして	vẫn như trước, không thay đổi (=相変わらず)
山のふもと		chân núi (=山ノ下の方)
揃える	そろえる	làm đồng loạt, giống nhau (=同じ)
明らか	あきらか	rõ rãng (=はっきり)
無口	むくち	ít nói (=あまり話さない)
やや		1 chút, ít (=少し)
かつて		trước kia, ngày xưa (=以前)
直に	じかに	trực tiếp (=直接)
卑怯	ひきょう	chơi ăn gian (=ずるい)
ついている		may mắn (=運が良い)
常に	つねに	thường xuyên (=いつも)
臆病	おくびょう	bị nhút nhát (=何でも怖がる)
とっくに		rất lâu rồi (=ずっと前に)
不平	ふへい	bất công (nói lời bất công=文句-もんく)
当分	とうぶん	tạm thời là, trước mắt là (=しばらく)
くどい		dài dòng, dai dẳng (=しつこい)
落ち込む	おちこむ	thất vọng (=がっかり)
定める	さだめる	quyết định, xác định (=決める)
かかりつけ		(quán) quen, (bệnh viện) quen (cá nhân, bác sĩ riêng, bệnh viện riêng hay lui tới) (=いつも行く)
屋根	やね	mái nhà
堅実	けんじつ	vững chắc, chắc chắn, thiết thực
とがって		nhọn (=細く)
問い合わせる	といあわせる	hỏi (hỏi chi tiết qua mail, qua điện thoại để lấy thông tin)
会見	かいけん	họp báo (người nổi tiếng, chính trị gia)
鈍い	にぶい	cùn, chậm chạp, lề mề (=遅い)
ばっと		đột nhiên, đột ngột (=急に)
要するに	ようするに	tóm lại là (=つまり)
雪崩	なだれ	tuyết lở
草履	ぞうり	dép vải Nhật
音色	ねいろ	âm sắc
懸念	けねん	lo lắng, lo ngại
白米	はくまい	gạo trắng
軽率	けいそつ	hấp tấp, thiếu suy nghĩ
道端	みちばた	lề đường
下品	げひん	sản phẩm kém, (nghĩa bóng người thô tục)
解熱	げねつ	giảm sốt
解脱	げだつ	giải thoát (Phật giáo)
強引	ごういん	cưỡng ép
行方	ゆくえ	tung tích
素案	そあん	giản dị
目安	めやす	mục tiêu, tiêu chuẩn
目処	めど	triển vọng, dự định
口調	くちょう	giọng điệu
めでたい		may mắn
喧嘩	けんか	cãi nhau
喧しい	やかましい	Ồn ào - 音、声、子供が… / Lằng nhằng, phiền phức - 規則が…,（人)が… / Nghiêm khắc về - 時間に、マナーに…
