彫る	ほる	khắc,chạm khắc	4	548
距離	きょり	khoảng cách ,cự ly	4	549
踊る	おどる	nhảy múa	4	550
踊り	おどり	múa, điệu múa, điệu nhảy	4	551
実践	じっせん	thực tiễn, thực hành, áp dụng vào thực tế	4	552
望遠鏡	ぼうえんきょう	kính thiên văn	4	553
含む	ふくむ	bao gồm, chứa đựng	4	554
お勧め	おすすめ	sự giới thiệu, khuyến nghị	5	555
勧める	すすめ	đề nghị, khuyên	5	556
勧誘	かんゆう	mời gọi, dụ dỗ	5	557
権利	けんり	quyền lợi, quyền hạn	5	558
洗濯機	せんたくき	máy giặt	5	559
洗濯物	せんたくもの	đồ giặt	5	560
焦げる	こげる	bị cháy, bị khê	5	561
焦る	あせる	hoảng hốt, vội vã	5	562
焦点	しょうてん	tiêu điểm	5	563
基準	きじゅん	tieu chuẩn, chuẩn mực	5	564
水準	すいじゅん	mức độ, tiêu chuẩn	5	565
高水準	こうすいじゅん	tiêu chuẩn cao	5	566
準決勝	じゅんけっしょう	trận bán kết	5	567
携帯電話	けいたいでんわ	điện thoại di động	5	568
雇う	やとう	thuê mướn	5	569
催し	もよおし	sự kiện, buổi lễ	5	570
開催	かいさい	khai mạc, tổ chức	5	571
看護	かんご	điều dưỡng	5	572
看護師	かんごし	y tá, điều dưỡng viên	5	573
弁護士	べんごし	luật sư	5	574
暮らす	くらす	sinh sống	5	575
暮らし	くらし	cuộc sống	5	576
一人暮らし	ひとりぐらし	sống một mình	5	577
暮れ	くれ	hoàng hôn, cuối	5	578
荒い	あらい	khốc liệt, thô bạo, dữ dội	5	579
工芸	こうげい	nghệ thuật thủ công	5	580
芸能界	げいのうかい	giới giải trí	5	581
並ぶ	ならぶ	xếp hàng, ngang hàng	5	582
並べる	ならべる	sắp xếp, bày ra	5	583
並木	なみき	hàng cây	5	584
立ち並ぶ	たちならぶ	đứng xếp thành hàng	5	585
僕	ぼく	tôi	5	586
敬う	うやまう	tôn trọng	5	587
敬意	けいい	lòng kính trọng	5	588
敬語	けいご	kính ngữ	5	589
尊敬	そんけい	tôn kính	5	590
警告	けいこく	cảnh báo	5	591
警備	けいび	an ninh, bảo vệ	5	592
警察署	けいさつしょ	đồn cảnh sát	5	593
驚く	おどろく	ngạc nhiên, bất ngờ	5	594
驚き	おどろき	sự ngạc nhiên	5	595
驚かす	おどろかす	làm cho ngạc nhiên	5	596
殴る	なぐる	đấm	5	597
殺す	ころす	giết	5	598
殺菌	さっきん	sát khuẩn	5	599
自殺	じさつ	tự sát	5	600
殿	どの	ngài	5	601
宮殿	きゅうでん	cung điện	5	602
施設	しせつ	cơ sở, cơ sở vật chất	5	603
設計	せっけい	thiết kế	5	604
設置	せっち	cài đặt, thành lập	5	605
設定	せってい	cài đặt, thiết lập	5	606
皮	かわ	vỏ, da	5	607
皮膚	ひふ	da	5	608
皮肉	ひにく	châm biếm	5	609
破る	やぶる	làm rách, phá vỡ	5	610
破れる	やぶれる	bị rách, bị hỏng	5	611
破片	はへん	mảnh vỡ	5	612
破産	はさん	phá sản	5	613
被害	ひがい	thiệt hại	5	614
大被害	だいひがい	tổn thất lớn	5	615
腕	うで	cánh tay, kỹ năng	5	616
肌	はだ	da	5	617
背負う	せおう	gánh vác, cõng	5	618
背景	はいけい	bối cảnh, nền tảng	5	619
骨	ほね	xương	5	620
骨折	こっせつ	gãy xương	5	621
肩	かた	vai	5	622
胸	むね	ngực	5	623
脳	のう	não	5	624
頭脳	ずのう	trí tuệ	5	625
悩む	なやむ	buồn phiền	5	626
悩み	なやみ	sự phiền muộn	5	627
離す	はなす	thả, tách ra	5	628
離れる	はなれる	rời đi, tách ra	5	629
引き離す	ひきはなす	tách tời ra. kéo ra xa	5	630
活字離れ	かつじばなれ	giảm đọc sách	5	631
現実離れ	げんじつばなれ	xa rời thực tế	5	632
誰か	だれか	ai đó	5	633
幼稚	ようち	trẻ con, ấu trĩ	5	634
居眠り	いねむり	ngủ gật	5	635
居心地	いごこち	cảm giác thoải mái khi ở đâu đó	5	636
芝居	しばい	vở diễn, kịch	5	637
同居	どうきょ	sống chung	5	638
住居	じゅうきょ	nơi ở	5	639
発展	はってん	phát triển	5	640
展示会	てんじかい	buổi triển lãm, trưng bày	5	641
展覧会	てんらんかい	buổi triển lãm	5	642
属す	ぞくす	thuộc về	5	643
所属	しょぞく	sự thuộc về	5	644
専属	せんぞく	chuyên trách	5	645
付属	ふぞく	phụ thuộc, kèm theo	5	646
金属	きんぞく	kim loại	5	647
退屈	たいくつ	nhàm chán	5	648
掘る	ほる	đào	5	649
堀	ほり	rãnh, hào	5	650
辛い	からい	cay (辛い：nếu đọc つらい thì là đau đớn, khó khăn)	5	651
避ける	さける	trốn tránh	5	652
避難	ひなん	lánh nạn, sơ tán	5	653
壁	かべ	tường	5	654
封筒	ふうとう	bao thư	5	655
開封	かいふう	mở bao thư	5	656
掛かる	かかる	tốn/mất; vướng vào; bị treo; bị ảnh hưởng/	5	657
掛ける	かける	phụ thuộc	5	658
追い掛ける	おいかける	đuổi theo	5	659
話し掛ける	はなしかける	bắt chuyện, nói chuyện	5	660
取り掛かる	とりかかる	bắt tay vào làm	5	661
引っ掛かる	ひっかかる	bị mắc, bị vướng	5	662
街	まち	khu phố	5	663
街角	まちかど	góc phố	5	664
オフィス街	オフィスがい	khu văn phòng	5	665
商店街	しょうてんがい	khu chợ, phố mua sắm	5	666
住宅街	じゅうたくがい	khu dân cư	5	667
至る	いたる	tới, đạt đến	5	668
一致	いっち	sự đồng loạt, đồng nhất	5	669
握る	にぎる	nắm, bắt	5	670
握手	あくしゅ	bắt tay	5	671
超過	ちょうか	vượt quá, quá mức	5	672
引っ越し	ひっこし	chuyển nhà	5	673
追い越す	おいこす	vượt qua, vượt lên	5	674
乗り越す	のりこす	lỡ trạm, vượt qua điểm dừng	5	675
趣味	しゅみ	sở thích	5	676
垂れる	たれる	rủ xuống, chảy xuống, nhỏ giọt / ban cho	5	677
垂直	すいちょく	sự vuông góc,thẳng đứng	5	678
睡眠	すいみん	giấc ngủ	5	679
牧場	ぼくじょう	nông trại, trang trại chăn nuôi	6	680
攻める	せめる	tấn công	6	681
選考	せんこう	chuyên ngành	6	682
放す	はなす	thả, buông	6	683
放れる	はなれる	thoát ra, được thả ra	6	684
放り出す	ほうりだす	ném ra, đẩy ra	6	685
解放	かいほう	giải phóng, giải thoát	6	686
放棄	ほうき	từ bỏ, bỏ rơi	6	687
解放感	かいほうかん	cảm giác tự do, thoải mái	6	688
食べ放題	たべほうだい	ăn tự do, thoải mái	6	689
激しい	はげしい	mãnh liệt, quyết liệt	6	690
刺激	しげき	kích thích	6	691
徹夜	てつや	thức suốt đêm	6	692
徹底的	てっていてき	triệt để, hoàn toàn	6	693
特徴	とくちょう	đặc điểm, đặc trưng	6	694
象徴的	しょうちょうてき	biểu tượng, biểu trưng	6	695
衛生	えいせい	vệ sinh	6	696
衛星	えいせい	vệ tinh	6	697
人工衛星	じんこうえいせい	vệ tinh nhân tạo	6	698
往復	おうふく	khứ hồi	6	699
往来	おうらい	đường phố, sự qua lại	6	700
従う	したがう	tuân theo, vâng lời	6	701
服従	ふくじゅう	phục tùng, tuân lệnh	6	702
従業員	じゅうぎょういん	nhân viên	6	703
縦書き	たてがき	viết dọc, viết theo chiều dọc	6	704
縦	たて	chiều dọc, hàng dọc	6	705
兼ねる	かねる	kiêm, kết hợp, không thể	6	706
謙遜	けんそん	khiêm nhường, khiêm tốn	6	707
謙虚	けんきょ	khiêm tốn, nhún nhường	6	708
嫌う	きらう	ghét, không thích	6	709
嫌がる	いやがる	ghét, không thích ai đó làm điều gì	6	710
好き嫌い	すききらい	thích và không thích	6	711
機嫌	きげん	tâm trạng, sắc mặt	6	712
旧姓	きゅうせい	họ cũ, họ thời con gái	6	713
妊娠	にんしん	mang thai	6	714
妊婦	にんぷ	thai phụ	6	715
宴会	えんかい	tiệc, bữa tiệc	6	716
届く	とどく	đến nơi, được chuyển đến	6	717
届ける	とどける	gửi đến, chuyển đến	6	718
抽選	ちゅうせん	rút thăm, xổ số	6	719
抽象的	ちゅうしょうてき	xa vời, một cách trừu tượng	6	720
暴く	あばく	vạch trần, phơi bày	6	721
暴れる	あばれる	nổi giận, làm ầm ĩ	6	722
暴行	ぼうこう	hành hung, tấn công	6	723
暴力	ぼうりょく	bạo lực	6	724
爆発	ばくはつ	nổ, vụ nổ	6	725
電灯	でんとう	đèn điện	6	726
灯台	とうだい	hải đăng	6	727
乾燥	かんそう	sự khô, làm khô	6	728
防災	ぼうさい	phòng chống thảm họa, thiên tai	6	729
火災	かさい	hỏa hoạn, vụ cháy	6	730
災難	さいなん	tai nạn, rủi ro	6	731
灰	はい	tro	6	732
灰色	はいいろ	màu xám	6	733
炭	すみ	than	6	734
二酸化炭素	にさんかたんそ	CO2	6	735
缶	かん	lon	6	736
崩す	くずす	sụp, vỡ; đổi tiền	6	737
崩れる	くずれる	phá vỡ, làm đổ	6	738
岸	きし	bờ, bãi	6	739
端	はし	đầu, cạnh, mép	6	740
先端	せんたん	mũi nhọn, rìa bên ngoài, đi đầu, tiên tiến	6	741
粒	つぶ	hạt, viên, hạt nhỏ	6	742
粉	こな	bột, phấn	6	743
花粉症	かふんしょう	dị ứng phấn hoa	6	744
精神	せいしん	tinh thần, tâm trí	6	745
精一杯	せいいっぱい	hết sức, hết mình	6	746
精々	せいぜい	tối đa, nhiều nhất	6	747
化粧	けしょう	trang điểm	6	748
化粧品	けしょうひん	mỹ phẩm	6	749
季節	きせつ	mùa, mùa trong năm	6	750
四季	しき	bốn mùa	6	751
香り	かおり	hương, mùi thơm	6	752
香水	こうすい	nước hoa	6	753
稼ぐ	かせぐ	kiếm tiền, làm việc để kiếm sống	6	754
委員	いいん	thành viên ủy ban	6	755
委任状	いにんじょう	giấy ủy quyền	6	756
優秀	ゆうしゅう	xuất sắc, ưu tú	6	757
誘う	さそう	mời, rủ	6	758
証拠	しょうこ	chứng cứ	6	759
保証金	ほしょうきん	tiền bảo lãnh, tiền đặt cọc	6	760
暗証番号	あんしょうばんごう	mã Pin, mật khẩu	6	761
身分証明書	みぶんしょうめいしょ	chứng minh thư	6	762
健康保険証	けんこうほけんしょう	thẻ BHYT	6	763
症状	しょうじょう	triệu chứng	6	764
熱中症	ねっちゅうしょう	say nắng, kiệt sức vì nhiệt	6	765
炎症	えんしょう	viêm, sưng tấy	6	766
後遺症	こういしょう	di chứng, hậu quả sau khi bệnh	6	767
整う	ととのう	được chuẩn bị, sắp xếp	6	768
整える	ととのえる	chuẩn bị, sắp xếp điều chỉnh	6	769
整備	せいび	bảo dưỡng, sửa chữa	6	770
調整	ちょうせい	điều chỉnh, điều hòa	6	771
福祉	ふくし	phúc lợi	6	772
肯定	こうてい	khẳng định	6	773
肯定的	こうていてき	quả quyết, khẳng định	6	774
渋い	しぶい	vị chát, đắng, khó chịu, cau có	6	775
渋滞	じゅうたい	tắc nghẽn, ùn tắc	6	776
万歳	ばんざい	vạn tuế, sống lâu	6	777
盛ん	さかん	thời hoàng kim, thịnh hành	6	778
繁盛	はんじょう	phồn thịnh, phát đạt	6	779
育ち盛り	そだちざかり	giai đoạn phát triển, độ tuổi đang lớn	6	780
食べ盛り	たべざかり	thời kỳ ăn nhiều	6	781
働き盛り	はたらきざかり	đỉnh cao sự nghiệp, thời kì độ tuổi lao động chính	6	782
盛り上がる	もりあがる	tăng lên, sôi động	6	783
城	しろ	lâu đài, thành	6	784
武器	ぶき	vũ khí	6	785
武士	ぶし	võ sĩ, chiến binh	6	786
地域	ちいき	khu vực, vùng	6	787
裁判	さいばん	phiên tòa, xét xử	6	788
裁判所	さいばんしょ	tòa án	6	789
我々	われわれ	chúng tôi, chúng ta	6	790
我慢	がまん	chịu đựng, nhẫn lại	6	791
我慢強い	がまんづよい	chịu đựng giỏi, kiên nhẫn	6	792
意義	いぎ	ý nghĩa, ý tứ	6	793
義務	ぎむ	nghĩa vụ, bổn phận	6	794
主義	しゅぎ	chủ nghĩa	6	795
講義	こうぎ	bài giảng, buổi giảng dạy	6	796
お辞儀	おじぎ	cúi chào, chào hỏi	6	797
儀式	ぎしき	nghi lễ, lễ nghi	6	798
礼儀	れいぎ	lễ phép, phép tắc	6	799
詳しい	くわしい	chi tiết, tường tận	6	800
詳細	しょうさい	chi tiết, tỉ mỉ	6	801
群れ	むれ	đàn, bầy, nhóm	6	802
鮮やか	あざやか	rực rỡ, sáng sủa	6	803
新鮮	しんせん	tươi, tươi mới, mới mẻ	6	804
善良	ぜんりょう	lương thiện, tốt bụng	6	805
仲良い	なかよい	mối quan hệ tốt, thân thiết	7	806
仲良し	なかよし	bạn bè thân thiết, người bạn tốt	7	807
仲直り	なかなおり	hòa giải, làm lành	7	808
仲間	なかま	bạn bè, đồng độ	7	809
串焼き	くしやき	xiên nướng	7	810
患者	かんじゃ	bệnh nhân	7	811
金融	きんゆう	tài chính	7	812
騒ぐ	さわぐ	làm ồn, làm ầm ĩ	7	813
大騒ぎ	おおさわぎ	ồn ào, ầm ĩ	7	814
騒々しい	そうぞうしい	ồn ào, ầm ĩ	7	815
騒音	そうおん	tiếng ồn	7	816
嵐	あらし	bão, giông tố	7	817
触る	さわる	chạm vào, sờ	7	818
触れる	ふれる	chạm vào, tiếp xúc, đề cập	7	819
布	ぬの	vải	7	820
座布団	ざぶとん	chiếu, đệm ngồi	7	821
配布	はいふ	phân phát	7	822
分布	ぶんぷ	phân bố	7	823
怖い	こわい	sợ, đáng sợ	7	824
怖がる	こわがる	sợ hãi, hoàng sợ	7	825
恐怖	きょうふ	nỗi sợ, sự kinh hoàng	7	826
希望	きぼう	hy vọng, mong muốn	7	827
希望者	きぼうしゃ	người mong muốn, ứng viên	7	828
手帳	てちょう	sổ tay, cuốn sổ	7	829
通帳	つうちょう	sổ tài khoản ngân hàng	7	830
帽子	ぼうし	mũ, nón	7	831
帯	おび	dải, đai, đai lưng	7	832
地帯	ちたい	vùng, khu vực	7	833
熱帯	ねったい	vùng nhiệt đới	7	834
包帯	ほうたい	băng vết thương	7	835
衣服	いふく	quần áo	7	836
衣装	いしょう	trang phục, y phục	7	837
衣料品	いりょうひん	sản phẩm may mặc	7	838
浴衣	ゆかた	yukata, áo kimono mùa	7	839
依頼	いらい	yêu cầu, nhờ vả	7	840
補う	おぎなう	bổ sung, đền bù	7	841
候補	こうほ	dự khuyết, ứng cử	7	842
補助	ほじょ	hỗ trợ, trợ cấp	7	843
補正	ほせい	sửa chữa, điều chỉnh	7	844
壊す	こわす	làm hỏng, phá vỡ	7	845
壊れる	こわれる	bị hỏng, bị vỡ	7	846
服装	ふくそう	trang phục, cách ăn mặc	7	847
いしょう	い しょう	y phục, trang phục	7	848
包装	ほうそう	bao bì, sự đóng gói	7	849
装置	そうち	thiết bị, dụng cụ	7	850
袋	ふくろ	túi, bao	7	851
手袋	て ぶくろ	găng tay	7	852
紙袋	かみぶくろ	túi giấy	7	853
製作	せいさく	sản xuất, chế tạo	7	854
製造	せいぞう	sản xuất, chế tạo	7	855
木製	もくせい	làm bằng gỗ	7	856
先祖	せんぞ	tổ tiên	7	857
祖父	そふ	Ông	7	858
祖母	そぼ	Bà	7	859
祈る	いのる	cầu nguyện	7	860
祝う	いわう	chúc mừng, kỷ niệm	7	861
お祝い	おいわい	lễ kỷ niệm, quà chúc mừng	7	862
祝日	しゅくじつ	ngày lễ	7	863
返却	へんきゃく	trả lại, hoàn trả	7	864
即座	そくざ	ngay lập tức, tức thì	7	865
節約	せつやく	tiết kiệm	7	866
調節	ちょうせつ	điều chỉnh, điều tiết	7	867
切符	きっぷ	vé	7	868
筆者	ひっしゃ	tác giả, người viết	7	869
筆記	ひっき	viết, ghi chép	7	870
築く	きずく	xây dựng, tạo dựng	7	871
建築	けんちく	kiến trúc, xây dựng	7	872
管理	かんり	quản lý	7	873
管理下	かんりか	dưới sự quản lý	7	874
封筒	ふうとう	bao thư, phong bì	7	875
対策	たいさく	biện pháp, đối sách	7	876
簡単	かんたん	đơn giản, dễ dàng	7	877
簡略	かんりゃく	rút gọn, đơn giản hóa	7	878
在籍	ざいせき	đang ghi danh, hiện có trong danh sách	7	879
書籍	しょせき	sách vở, tài liệu	7	880
国籍	こくせき	quốc tịch	7	881
多国籍	たこくせき	đa quốc tịch	7	882
範囲	はんい	phạm vi, khu vực	7	883
模範	もはん	hình mẫu, gương mẫu	7	884
犯す	おかす	phạm, vi phạm	7	885
犯罪	はんざい	tội phạm, tội ác	7	886
犯人	はんにん	kẻ phạm tội, thủ phạm	7	887
猫	ねこ	con mèo	7	888
狭い	せま	hẹp, chật	7	889
中央	ちゅうおう	trung tâm, trung ương	7	890
現状	げんじょう	tình hình hiện tại	7	891
状況	状況	tình hình, hoàn cảnh	7	892
状態	じょうたい	trạng thái, tình trạng	7	893
案内状	あんないじょう	thư mời, thư hướng dẫn	7	894
クリーム状	クリームじょう	dạng kem, dạng như kem	7	895
寄せる	よせる	gửi; tập trung lại; đến gần; dựa vào	7	896
押し寄せる	おしよせる	dâng lên	7	897
立ち寄る	たちよる	ghé qua	7	898
近寄る	ちかよる	tiến gần, đến gần	7	899
もちよる	もちよる	mang đến, mang theo để tụ lại	7	900
年寄り	としより	người già	7	901
寄付	きふ	tặng, đóng góp	7	902
~冊	さつ	đơn vị đếm sách	7	903
再び	ふたたび	một lần nữa, lại	7	904
再会	さいかい	tái ngộ, gặp lại	7	905
再開	さいかい	mở lại, bắt đầu lại	7	906
再提出	さいていしゅつ	nộp lại, gửi lại	7	907
古典	こてん	cổ điển, tác phẩm cổ điển	7	908
典型的	てんけいてき	đặc trưng, điển hình	7	909
豊か	ゆたか	phong phú, giàu có	7	910
農家	のうか	nông dân	7	911
農業	のうぎょう	nông nghiệp	7	912
農作物	のうさくぶつ	sản phẩm nông nghiệp, nông sản	7	913
農薬	のうやく	thuốc trừ sâu	7	914
濃い	こい	đậm, đặc	7	915
濃度	のうど	nồng độ	7	916
濃厚	のうこう	đậm đà, đậm đặc	7	917
振舞う	ふりまう	cư xử, hành xử	7	918
身振り	みぶり	cử chỉ, điệu bộ	7	919
振り返る	ふりかえる	nhìn lại, quay đầu lại	7	920
振り込む	ふりこむ	chuyển khoản	7	921
震える	ふるえる	run rẩy, rung động	7	922
地震	じしん	động đất	7	923
大臣	だいじん	bộ trưởng	7	924
副大臣	ふくだいじん	phó bộ trưởng, thứ trưởng	7	925
冷蔵庫	れいぞうこ	tủ lạnh	7	926
貯蔵	ちょぞう	lưu trữ, bảo quản	7	927
心臓	しんぞう	tim	7	928
堅実	けんじつ	vững chắc, chắc chắn; thiết thực	7	929
緊張	きんちょう	căng thẳng, lo lắng	7	930
緊張感	きんちょうかん	cảm giác căng thẳng	7	931
賢い	かしこい	thông minh, sáng suốt	7	932
賢明	けんめい	khôn ngoan, sáng suốt	7	933
掃く	はく	quét, lau	7	934
清掃	せいそう	vệ sinh, dọn dẹp	7	935
大掃除	おおそうじ	tổng vệ sinh	7	936
侵す	おかす	xâm phạm, xâm lấn	7	937
侵入	しんにゅう	xâm nhập	7	938
寝る	ねる	ngủ	7	939
寝付きが悪い	ねつきがわるい	khó ngủ	7	940
寝不足	ねぶそく	thiếu ngủ	7	941
寝際	ねぎわ	lúc sắp ngủ, lúc chợp mắt	7	942
寝室	しんしつ	phòng ngủ	7	943
販売	はんばい	bán hàng, việc bán	7	944
財布	さいふ	ví tiền	7	945
財産	ざいさん	tài sản	7	946
片方	かたほう	một bên, một phía	8	947
出版	しゅっぱん	xuất bản	8	948
英語版	えいごばん	phiên bản tiếng Anh	8	949
限定版	げんていばん	phiên bản giới hạn	8	950
看病	かんびょう	chăm sóc bệnh nhân	8	951
看板	かんばん	biển hiệu	8	952
省く	はぶく	loại bỏ, cắt bỏ	8	953
省略	しょうりゃく	rút gọn, lược bỏ	8	954
反省	はんせい	tự kiểm điểm, phản tỉnh	8	955
帰省	きせい	về quê, về thăm nhà	8	956
眼科	がんか	khoa mắt	8	957
眼鏡/眼鏡	めがね/がんきょう	kính mắt	8	958
限る	かぎる	giới hạn, hạn chế	8	959
限度	げんど	giới hạn, mức độ	8	960
制限	せいげん	hạn chế	8	961
期限	きげん	Thời hạn	8	962
期限切	きげんきり	hết hạn	8	963
無限	むげん	vô hạn	8	964
検定版	けんていばん	phiên bản giới hạn	8	965
防ぐ	ふせぐ	ngăn ngừa, phòng tránh	8	966
防止	ぼうし	ngăn chặn, phòng chống	8	967
防犯	ぼうはん	phòng chống tội phạm	8	968
消防署	しょうぼうしょ	trạm cứu hỏa	8	969
消防団	しょうぼうだん	đội cứu hỏa tình nguyện	8	970
隅	すみ	góc, xó	8	971
隅々	すみずみ	từng ngóc nghách, khắp mọi nơi	8	972
除く	のぞく	loại bỏ, loại trừ	8	973
削除	さくじょ	xóa bỏ, loại bỏ	8	974
掃除	そうじ	dọn dẹp, vệ sinh	8	975
掃除機	そうじき	máy hút bụi	8	976
隠す	かくす	giấu, che giấu	8	977
隠れる	かくれる	ẩn nấp, trốn	8	978
隣	となり	hàng xóm, bên cạnh	8	979
迷信	めいしん	mê tín	8	980
迷路	めいろ	mê cung, mê lộ	8	981
迷惑行為	めいわくこうい	hành vi gây phiền phức	8	982
述べる	のべる	trình bày, diễn tả, nói ra	8	983
途方	とほう	cách thức, phương pháp	8	984
用途	ようと	công dụng, mục đích sử dụng	8	985
途中	とちゅう	giữa chừng, dọc đường	8	986
途端	とたん	ngay khi, vừa mới	8	987
造る	つくる	làm, tạo ra	8	988
改造	かいぞう	cải tạo, sửa đổi	8	989
構造	こうぞう	cấu trúc, kết cấu	8	990
創造	そうぞう	sáng tạo	8	991
伸びる	のびる	kéo dài, giãn ra, được kéo dài	8	992
伸ばす	のばす	kéo dài, làm cho dài ra, trì hoãn	8	993
延期	えんき	hoãn, trì hoãn	8	994
遅延	ちえん	trì hoãn, chậm trễ	8	995
誕生日	たんじょうび	sinh nhật	8	996
絞る	しぼる	vắt, siết chặt; tập trung	8	997
比較	ひかく	so sánh	8	998
効く	きく	có tác dụng, có hiệu quả	8	999
効果	こうか	hiệu quả	8	1000
効果的	こうかてき	có hiệu quả, hiệu quả	8	1001
逆効果	ぎゃくこうか	hiệu quả ngược lại, phản tác dụng	8	1002
構う	かまう	quan tâm, để ý, chăm sóc	8	1003
構成	こうせい	cấu thành, cấu tạo	8	1004
購入	こうにゅう	mua, sắm, mua sắm	8	1005
休講	きゅうこう	nghỉ học, hủy buổi học	8	1006
講演	こうえん	bài giảng, thuyết trình	8	1007
講座	こうざ	khoa học, lớp học	8	1008
軒	のき	mái hiên	8	1009
金庫	きんこ	két sắt	8	1010
倉庫	そうこ	kho, nhà kho	8	1011
軍隊	ぐんたい	quân đội	8	1012
後輩	こうはい	hậu bối, đàn em, người vào sau	8	1013
船	ふね	thuyền	8	1014
欠航	けっこう	hủy chuyến bay	8	1015
航空	こうくう	hàng không	8	1016
飾り	かざり	đồ trang trí	8	1017
飾る	かざる	trang trí	8	1018
飼う	かう	nuôi (động vật)	8	1019
飼い主	かいぬし	chủ nuôi	8	1020
教養	きょうよう	có nền tảng giáo dục, có học thức	8	1021
要請	ようせい	đào tạo, bồi dưỡng	8	1022
導く	みちびく	dẫn dắt, chỉ đạo	8	1023
指導	しどう	hướng dẫn, chỉ đạo	8	1024
注射	ちゅうしゃ	tiêm, chích	8	1025
発射	はっしゃ	phóng, bắn	8	1026
謝る	あやまる	xin lỗi, tạ lỗi	8	1027
感謝	かんしゃ	biết ơn, cảm ơn	8	1028
鉱物	こうぶつ	khoáng vật, khoáng sản	8	1029
針	はり	cái kim	8	1030
銅メダル	どうめだる	huy chương đồng	8	1031
鈍い	にぶい	cùn, chậm, lờ đờ	8	1032
鈍感	どんかん	vô cảm, thiếu nhạy cảm	8	1033
革製	かわせい	làm bằng da	8	1034
靴	くつ	giày	8	1035
靴下	くつした	vớ, tất	8	1036
抱く	だく	ôm, ôm ấp	9	1037
抱える	かかえる	mang, vác, chịu đựng	9	1038
泡	あわ	bọt, bong bóng	9	1039
巻く	まく	quấn, cuộn	9	1040
巻き込む	まきこむ	cuốn vào, liên lụy	9	1041
庭	にわ	vườn	9	1042
庭園	ていえん	khu vườn	9	1043
家庭	かてい	gia đình, hộ gia đình	9	1044
家庭用	かていよう	dùng trong gia đình	9	1045
奥底	おくそこ	nơi sâu thẳm, tận đáy	9	1046
底	そこ	đáy	9	1047
到底	とうてい	hoàn toàn ( không thể )	9	1048
気象庁	きしょうちょう	cục khí tượng	9	1049
疲労	ひろう	mệt mỏi, kiệt sức	9	1050
労働	ろうどう	lao động	9	1051
苦労	くろう	gian khổ, vất vả	9	1052
劣る	おとる	kém hơn, thua kém	9	1053
勇ましい	いさましい	dũng cảm, mạnh mẽ	9	1054
勇気	ゆうき	dũng khí, can đảm	9	1055
大勢	おおぜい	nhiều người, đám đông	9	1056
勢い	いきおい	sức mạnh, đà, xu thế	9	1057
易い	やすい	dễ ( làm gì đó )	9	1058
安易	あんい	đơn giản, dễ dãi	9	1059
お湯	おゆ	nước nóng	9	1060
湯気	ゆげ	hơi nước	9	1061
傷	きず	vết thương, trày xước	9	1062
傷む	いたむ	bị hỏng, bị tổn thương	9	1063
傷つく	きずつく	bị tổn thương ( tinh thần, danh dự )	9	1064
火傷	やけど	bỏng	9	1065
軽傷	けいしょう	vết thương nhẹ	9	1066
酔う	よう	say ( rượu, tàu xe, v.v..)	9	1067
酔っ払う	よっぱらう	say rượu	9	1068
二日酔い	ふつかよい	dư âm say rượu, bị say hôm sau	9	1069
酢	す	dấm	9	1070
瓦	かわら	ngói	9	1071
瓶	びん	chai, lọ	9	1072
花瓶	かびん	bình hoa	9	1073
終了	しゅうりょう	kết thúc, hoàn thành	9	1074
完了	かんりょう	hoàn tất	9	1075
了解	りょうかい	hiểu rõ, đồng ý	9	1076
承る	うけたまわる	tiếp, lắng nghe (khiêm nhường ngữ của 聞く／受ける)	9	1077
伝承	でんしょう	truyền thừa, truyền miệng	9	1078
承知	しょうち	biết rõ, hiểu rõ	9	1079
承認	しょうにん	chấp thuận, phê	9	1080
矛盾	むじゅん	mâu thuẫn	9	1081
務め	つとめ	nhiệm vụ, công việc / chức vụ	9	1082
勤務	きんむ	công việc, làm việc	9	1083
業務	ぎょうむ	công việc, nghiệp vụ	9	1084
実務	じつむ	công việc thực tế	9	1085
税務署	ぜいむしょ	cục thuế	9	1086
柔らかい	やわらかい	mềm mại	9	1087
柔道	じゅうどう	Nhu đạo (Judo)	9	1088
批判	ひはん	phê phán	9	1089
批判的	ひはんてき	mang tính chỉ trích	9	1090
段階	だんかい	giai đoạn	9	1091
段階的	だんかいてき	theo từng bước	9	1092
現段階	げんだんかい	giai đoạn hiện tại	9	1093
混ざる	まざる	trộn lẫn	9	1094
混ぜる	まぜる	trộn, pha	9	1095
かき混ぜる	かきまぜる	khuấy đều	9	1096
混雑	こんざつ	đông đúc, tắc nghẽn	9	1097
珍しい	めずらしい	hiếm, lạ	9	1098
診る	みる	khám bệnh	9	1099
診察	しんさつ	khám bệnh	9	1100
受診	じゅしん	đi khám	9	1101
検診	けんしん	kiểm tra sức khỏe	9	1102
診断	しんだん	chẩn đoán	9	1103
健康診断	けんこうしんだん	khám sức khỏe định kỳ	9	1104
参考	さんこう	tham khảo	9	1105
参観	さんかん	tham quan, dự giờ	9	1106
持参	じさん	mang theo	9	1107
参加賞	さんかしょう	phần thưởng tham gia	9	1108
修理	しゅうり	sửa chữa	9	1109
修正	しゅうせい	chỉnh sửa	9	1110
研修生	けんしゅうせい	thực tập sinh	9	1111
修理代	しゅうりだい	phí sửa chữa	9	1112
州	しゅう	bang, tỉnh	9	1113
永久	えいきゅう	sự vĩnh cửu; sự mãi mãi; cái vĩnh cửu	9	1114
